customer_id,prev_transaction_id,curr_transaction_id,prev_timestamp,curr_timestamp,hours_between,distance_km,implied_speed_kmh,prev_rail,curr_rail,prev_amount_brl,curr_amount_brl,prev_geo_country,curr_geo_country,prev_ip_country,curr_ip_country,prev_country_risk_geo,curr_country_risk_geo,prev_country_risk_ip,curr_country_risk_ip,prev_ip_anomaly,curr_ip_anomaly,prev_ip_proxy_vpn_tor,curr_ip_proxy_vpn_tor,prev_device_rooted,curr_device_rooted,prev_cross_border,curr_cross_border,risk_flags,severity,priority_candidate,rule_id,rule_name
C100162,TE9E9J7L79G4F,TPDS7PCZBZW6R,2025-08-12 05:01:28,2025-08-12 14:37:00,9.592,18241.8,1901.7,PIX,PIX,2460.54,5251.4,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100424,TBT3OS2AAAA60,T9PH08OQJVLF3,2025-08-29 21:06:20,2025-08-30 06:59:14,9.882,18106.1,1832.3,PIX,Card,3664.14,780.85,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100509,T8JCIYDAUHJGM,TNO0GV8O1L2XE,2025-09-06 07:30:26,2025-09-06 10:31:58,3.026,18053.1,5966.9,PIX,Card,1187.89,4496.2,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102181,TJNBKQPB04Y1N,TIM5VVV42P958,2025-08-25 19:38:59,2025-08-25 19:45:25,0.107,17997.3,167850.5,PIX,PIX,2244.58,5066.26,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101102,T0BNFCXNK3QB9,TATQ6QF650BIL,2025-09-05 18:12:40,2025-09-05 18:19:42,0.117,17992.3,153488.8,PIX,PIX,7092.83,2094.25,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102151,TGE7YLQIBLP0F,T4CPVBWTZ2JBZ,2025-07-31 17:25:25,2025-08-01 01:13:16,7.798,17947.1,2301.6,PIX,PIX,1933.34,40080.52,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101028,TFNO8A1FBZUMA,T4ZAVV478VX1Q,2025-07-01 08:48:15,2025-07-01 12:27:12,3.649,17942.8,4917.0,Card,PIX,4390.02,10557.78,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102436,TSKLJVQ36MVVW,TTMGLV4N7JNXI,2025-07-26 18:03:11,2025-07-26 20:40:06,2.615,17784.7,6800.3,Card,Card,1333.4,10079.88,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101706,TDHKT2X1LKIPG,TBGN1ZHARKDF5,2025-10-04 03:55:40,2025-10-04 07:35:59,3.672,17783.6,4843.1,PIX,PIX,4094.65,4113.08,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101952,T4MUH7VLIPOFC,T8WDHK89FRIGD,2025-09-11 19:58:26,2025-09-11 21:26:37,1.47,17712.6,12051.7,Card,PIX,2132.69,986.25,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102170,TCS0B56UYGD39,T59JIUS7DZOPP,2025-08-25 22:40:49,2025-08-26 06:24:59,7.736,17631.0,2279.0,PIX,Card,7977.84,452.56,CN,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101006,T92R0ISZ652WH,TPRL8FSNJODU4,2025-08-05 02:54:09,2025-08-05 07:43:39,4.825,17621.8,3652.2,PIX,PIX,4800.24,874.75,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101892,TOJS8J2HFD1UV,T1041HP33NSR4,2025-07-22 07:38:15,2025-07-22 12:39:46,5.025,17550.4,3492.4,Card,PIX,2042.52,460.16,BR,MM,BR,BR,Low,High,Low,Low,No,No,VPN,None,No,No,No,Yes,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100162,TPDS7PCZBZW6R,TO8N0XF3TDR06,2025-08-12 14:37:00,2025-08-13 02:00:15,11.387,17493.1,1536.2,PIX,Card,5251.4,11294.8,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100779,TKC6YN1R1OASJ,T8LKB781YUFFB,2025-08-01 12:52:18,2025-08-01 23:36:17,10.733,17377.3,1619.0,PIX,Card,271.71,3154.99,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101262,TI41HOON83H4L,T9IR63QVJVXKC,2025-07-20 20:15:14,2025-07-21 04:04:32,7.822,17223.7,2202.1,PIX,Card,503.6,7583.04,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100797,TIEQFPF54E70U,TXC9U4WPU5V1W,2025-09-09 13:34:29,2025-09-09 14:37:36,1.052,17092.0,16248.0,Card,PIX,1553.87,3693.19,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102300,TDHKHVW0UC6C7,TR34G9HT8H6C0,2025-08-21 13:38:17,2025-08-21 15:26:35,1.805,17039.5,9440.1,Card,PIX,8331.69,2204.08,BR,CN,BR,PT,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100579,THLGHD1C3ZUGS,TCCC0GOBGGU88,2025-09-01 15:44:48,2025-09-01 19:44:34,3.996,17029.8,4261.6,Card,Wire,2143.19,2674.36,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101034,TMFM222PFCMN5,TCOFMBC9YL9M7,2025-09-17 06:33:08,2025-09-17 18:05:11,11.534,16988.1,1472.8,Card,Card,4940.8,1697.77,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101937,TMWUY84JXGTT1,T14796DXCMVMV,2025-07-16 00:29:13,2025-07-16 03:42:13,3.217,16916.8,5259.1,Card,PIX,3513.84,2394.93,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101349,TZBK6RS9XNFHG,TWKNRM2E3VMPD,2025-07-08 00:11:39,2025-07-08 08:18:55,8.121,16799.5,2068.6,PIX,Card,4553.42,8354.64,AR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,Yes,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100766,TZOYW0FJH4W8S,T5MEVTS30J5HK,2025-09-04 05:38:33,2025-09-04 10:55:57,5.29,16746.6,3165.7,PIX,PIX,1763.98,6524.07,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102378,TPZQCGG6DJK6J,TLMUMV3K1TB0J,2025-07-17 11:14:20,2025-07-17 13:25:27,2.185,16726.1,7654.0,PIX,PIX,362.07,531.34,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100568,TGXMZJYUBX400,TFB4J0PR3V9CS,2025-07-02 03:09:05,2025-07-02 13:56:11,10.785,16683.6,1546.9,PIX,PIX,2745.15,11739.44,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100487,T4ZOCF37U0BW1,TX8WVMHVKT537,2025-08-04 00:21:33,2025-08-04 11:14:53,10.889,16532.9,1518.3,PIX,PIX,199.29,3020.14,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101583,T7NCL5JZ16OZO,TNTBF0YDYD9AY,2025-09-29 22:19:25,2025-09-30 02:57:10,4.629,16509.6,3566.4,PIX,Wire,1601.69,1707.36,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100225,T43HNRP3OYTC7,TVL5YF91G1C1X,2025-09-30 03:44:11,2025-09-30 07:31:21,3.786,16437.0,4341.4,PIX,PIX,3100.26,12453.2,BR,RU,BR,BR,Low,Monitored,Low,Low,No,No,Proxy,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102132,T90OK4HP796DZ,TQKLO16ZZG86C,2025-07-18 07:47:55,2025-07-18 09:14:21,1.441,16363.0,11358.8,Card,PIX,3891.23,3170.22,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100903,TP2A47O7F77KI,TPMER9W6NCL04,2025-07-23 09:09:41,2025-07-23 15:50:17,6.677,16319.2,2444.2,Card,Card,3543.58,1573.98,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,Proxy,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101920,TY0HLTDBNZNPA,T37V5E0090VJA,2025-07-09 15:10:17,2025-07-09 22:48:30,7.637,16291.8,2133.3,PIX,PIX,512.95,1941.87,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102411,TSB5U6L1749QN,TZUC27HHLVWDP,2025-09-28 09:34:41,2025-09-28 10:27:26,0.879,16233.1,18464.2,Card,PIX,2105.76,2348.93,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101942,TZI87CAQRDMPR,TFFC4U7SLWERJ,2025-07-01 14:11:46,2025-07-01 19:53:35,5.697,16115.2,2828.8,Card,PIX,3000.89,6100.05,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101530,TCDK0UO44GDFG,TU4731S9CR181,2025-08-05 22:18:11,2025-08-05 22:44:22,0.436,16102.4,36899.2,PIX,PIX,437.32,463.74,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100033,TJORCMUR03NAQ,TIUPC73Y0R3J9,2025-07-12 07:03:04,2025-07-12 12:47:11,5.735,16019.8,2793.2,PIX,PIX,7479.06,704.31,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100813,TTWVCYNKR9ZET,TSMUD2CVARB3C,2025-08-03 07:34:15,2025-08-03 10:30:51,2.943,16003.3,5437.1,PIX,PIX,1016.75,3208.68,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102454,TBAA7GBO7W5UU,TLJYG9FRFTJUY,2025-09-02 20:24:46,2025-09-03 03:24:21,6.993,15981.9,2285.4,Card,PIX,3612.53,1377.81,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101973,TVG95OZASZ5VX,T3VP1HWRBF614,2025-08-08 11:44:17,2025-08-08 16:04:47,4.342,15939.0,3671.2,PIX,Wire,3110.3,2149.85,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,Yes,No,Yes,geo_country_high_risk;device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102040,TC1Y2A8SSWDQC,TEBNDWXG2S11L,2025-07-25 23:29:36,2025-07-26 05:43:13,6.227,15931.3,2558.4,Wire,PIX,2132.35,1949.88,CN,BR,BR,BR,Low,Low,Low,Low,No,No,Proxy,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101523,TP812HOUC3Q6O,TECG66RHG2FTK,2025-08-30 21:34:08,2025-08-31 00:40:13,3.101,15901.0,5127.1,PIX,PIX,3856.17,6281.75,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100251,TO7JUTAMOPGZ6,TLFDT176DUGZI,2025-09-24 18:30:22,2025-09-25 03:56:59,9.444,15874.1,1680.9,Card,PIX,7240.1,923.86,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101378,TV4G4U86L17N9,TOCGZVKM05284,2025-09-29 03:16:16,2025-09-29 09:52:42,6.607,15867.7,2401.6,PIX,Card,994.93,3273.87,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102214,TQ3PWTMNJUZO2,T3MCKJGXYCZX8,2025-08-25 10:38:05,2025-08-25 19:19:53,8.697,15849.0,1822.4,PIX,PIX,500.31,1095.53,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101086,TNGN0EZOXEP46,T12PIYR94JDAW,2025-07-20 08:11:11,2025-07-20 15:31:31,7.339,15801.0,2153.0,PIX,PIX,1916.39,787.09,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100549,TFZ2LPCWLCVO0,T0RMGXH0S3V3V,2025-08-22 00:04:54,2025-08-22 02:08:15,2.056,15757.6,7664.8,Card,PIX,2590.2,1848.07,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101755,T72U50YASR0T2,TCQCUMUBDVNJ5,2025-09-27 07:24:14,2025-09-27 10:29:32,3.088,15739.9,5096.6,PIX,Card,635.7,1296.3,BR,AF,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100963,TE8D1QDFNK422,TO91BP9W3XUQQ,2025-07-21 06:44:13,2025-07-21 09:55:50,3.194,15739.4,4928.4,Card,PIX,3071.49,9109.43,BR,CN,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101450,T2P2CCWXOBPMY,TK0U91X7P8Y8R,2025-07-04 08:11:29,2025-07-04 17:34:39,9.386,15733.2,1676.2,Card,Card,10322.7,1580.98,CN,BR,AF,BR,Low,Low,High,Low,Yes,No,None,None,No,No,Yes,No,ip_country_high_risk;ip_anomaly;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100307,TJGMI6GCYFXP0,T91UPVXRSVG75,2025-09-26 18:05:05,2025-09-27 02:31:14,8.436,15722.5,1863.8,PIX,PIX,2766.42,957.69,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100087,TIVUBHELREI3K,TJSWWIRTV74N9,2025-09-17 06:44:06,2025-09-17 08:02:59,1.315,15668.1,11917.4,PIX,Card,893.46,1145.62,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101086,TL8GE2RCK994O,TNGN0EZOXEP46,2025-07-20 07:51:51,2025-07-20 08:11:11,0.322,15570.6,48322.6,PIX,PIX,2009.35,1916.39,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101295,T4YVQULNBWX70,T2J0AGSUCRM7D,2025-09-16 20:45:12,2025-09-17 04:58:47,8.226,15542.3,1889.3,Card,PIX,2896.82,4265.52,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,VPN,No,No,Yes,No,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101547,TOJ85L5M6CCXH,TU0YKABLTAHON,2025-07-22 01:01:52,2025-07-22 11:47:04,10.753,15541.6,1445.3,PIX,Card,3666.86,165.91,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,VPN,No,No,Yes,No,geo_country_high_risk;proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100061,T9HN8E8XEH242,TLJYP9V2G1K15,2025-08-30 06:41:05,2025-08-30 10:23:42,3.71,15468.7,4169.2,PIX,PIX,638.86,1617.71,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101038,TY3IS17YPT2V3,T19W42LV0PB7N,2025-07-12 10:20:59,2025-07-12 18:39:17,8.305,15332.1,1846.1,Card,PIX,6783.72,1028.58,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101052,TW35JJHMV1QTZ,T57UKC5Y463KU,2025-07-21 08:27:33,2025-07-21 08:46:12,0.311,15268.3,49120.6,PIX,Card,575.33,6044.64,CN,BR,BR,BR,Low,Low,Low,Low,No,No,VPN,None,No,No,Yes,No,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100058,TVY5S8URI8VKR,TN25YN26YW8XQ,2025-08-06 19:39:01,2025-08-06 22:35:08,2.935,15251.6,5196.0,PIX,PIX,3038.28,10040.71,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100027,T9F7OXP6CUBGM,T2OYGAK7CDPM3,2025-07-09 11:57:30,2025-07-09 14:16:21,2.314,15152.4,6547.7,PIX,Card,9657.14,6891.82,KP,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101274,TM56YEQ0YN0MU,TSYVHPS9TIEF9,2025-09-26 21:32:35,2025-09-27 07:55:30,10.382,15130.5,1457.4,Card,PIX,781.98,30553.45,BR,KP,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100136,TIPVNM1XGXHOC,TJ1DOY0MT36DE,2025-07-16 06:43:16,2025-07-16 10:39:59,3.945,15092.1,3825.4,PIX,Card,2342.52,463.9,BR,MM,BR,BR,Low,High,Low,Low,No,No,None,None,No,No,No,Yes,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100516,TU9QE5T9BVVNM,TUC0P0TEW9XW4,2025-09-16 17:20:45,2025-09-16 17:42:04,0.355,15067.7,42411.0,Card,PIX,6618.56,1254.83,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100404,TU238YJQ5AAQO,TOY4QEWMU8ZGU,2025-09-28 20:17:07,2025-09-29 06:10:39,9.892,14984.8,1514.8,PIX,Card,1603.67,609.95,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,VPN,No,No,No,Yes,proxy_vpn_tor;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101240,TDR4E9K8O64TA,TK0BBWSIHG89C,2025-10-01 05:57:38,2025-10-01 08:47:00,2.823,14860.6,5264.5,PIX,PIX,6378.21,2702.85,MM,BR,BR,BR,High,Low,Low,Low,No,No,None,None,No,No,Yes,No,geo_country_high_risk;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C102099,TZH6RNOAJM3KL,T3TUYI0UK1QIM,2025-08-07 08:15:53,2025-08-07 08:32:17,0.273,14829.3,54253.5,PIX,Card,1706.99,4735.32,BR,CN,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,No,Yes,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C100634,TFOY0G58CWSS5,TTWDJ8MN079WO,2025-09-08 15:46:11,2025-09-08 17:34:21,1.803,14797.9,8208.4,PIX,PIX,1697.59,25798.18,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,No,No,Yes,No,cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101351,T7J79JWQQNVM1,TG392QV9A4UL1,2025-09-02 06:04:42,2025-09-02 09:21:35,3.281,14777.8,4503.5,Card,PIX,4009.98,12982.82,CN,BR,BR,BR,Low,Low,Low,Low,No,No,None,None,Yes,No,Yes,No,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
C101482,TBCEAUYKUMX3P,TARDYTAR5MYG2,2025-09-11 19:14:55,2025-09-12 01:11:19,5.94,14766.0,2485.9,PIX,PIX,3093.25,11671.03,BR,AE,BR,BR,Low,Low,Low,Low,No,No,None,None,No,Yes,No,Yes,device_rooted;cross_border;geo_country_change,Alta,Yes,R17,Geo-salto físico improvável
