customer_id,month,ml_split,weak_label,declared_occupation,kyc_tier,state,city,beneficial_owner,age,months_since_registration,annual_income_brl,kyc_risk_score,avg_amount,max_amount,confirmed_count,pix_count,card_count,wire_count,peer_group_size,peer_total_amount_median,peer_total_amount_mean,peer_total_amount_std,ratio_to_peer_median_total,zscore_vs_peer_total
C100010,2025-07,train,0,Software Engineer,L3,BA,Salvador,No,54.0095824778,18.0354796321,27481,56,4615.4625,10428.97,4,3,1,0,169,30959.17,35833.270355,23307.0736974,0.596328971352,-0.745328245861
C100011,2025-07,train,0,Teacher,L2,SP,Campinas,No,57.2320328542,4.27069645204,5658,23,1827.58285714,3957.91,7,3,4,0,151,30608.44,32493.7970861,18470.5956548,0.417959229546,-1.06659890424
C100012,2025-07,train,0,Entrepreneur,L3,SC,Florianópolis,No,20.1889117043,63.3377135348,19284,49,5540.62,13042.35,3,3,1,0,141,31641.13,34309.5279433,16207.97193,0.700432633095,-0.749448974597
C100013,2025-07,train,0,Chef,L1,RS,Porto Alegre,No,10.4832306639,40.703022339,17376,65,3875.885,6411.89,4,3,2,1,167,31337.92,35994.914491,20608.0207712,0.74208211649,-0.618186706645
C100014,2025-07,train,0,Designer,L3,DF,Brasília,No,5.45106091718,6.80026281209,6703,70,2538.01666667,6097.27,5,3,3,0,158,34555.53,36402.3257595,18882.2695488,0.440684891825,-1.12138139458
C100015,2025-07,train,0,Freelancer,L3,SP,Campinas,No,12.8295687885,20.6636005256,15386,83,2949.23333333,11053.16,6,3,2,1,174,28506.535,32854.2011494,19425.9938685,0.620748891438,-0.780335938127
C100016,2025-07,train,0,Student,L1,PA,Belém,No,59.961670089,49.8685939553,12982,21,8383.635,33551.92,5,3,3,0,160,33717.335,38194.7870625,22259.047865,1.49186790712,0.543914681838
C100017,2025-07,train,0,Student,L3,SP,São Paulo,No,65.659137577,53.1537450723,12865,42,2898.23777778,7480.93,8,7,2,0,160,33855.63,38346.1475,22258.5176008,0.77045206366,-0.550890572315
C100018,2025-07,train,0,Designer,L1,BA,Salvador,No,44.3121149897,49.3429697766,13546,36,4588.357,13327.22,9,7,3,0,158,33842.82,36208.3037975,18941.6304611,1.35578447659,0.510793736707
C100019,2025-07,train,1,Driver,L1,GO,Goiânia,No,28.0930869268,66.4257555848,17454,88,7058.861,31900.51,8,6,3,1,139,31161.06,35324.826259,19856.6397819,2.26528269577,1.77591899377
C100020,2025-07,train,0,Trader,L1,RN,Natal,No,58.0616016427,33.5413929041,20046,74,3374.92916667,9601.75,11,7,5,0,158,31623.32,34005.7920886,20514.2330365,1.28067356622,0.316529401798
C100021,2025-07,train,0,Teacher,L2,BA,Salvador,No,13.2019164956,29.6649145861,14478,24,5778.715,16131.3,5,5,1,0,151,30418.11,32348.9016556,18539.0826456,1.13985681556,0.125323803167
C100022,2025-07,train,0,Freelancer,L2,SC,Florianópolis,No,27.9151266256,34.5926412615,21112,41,4220.92285714,8812.49,7,4,2,1,174,28309.23,32786.0916092,19458.406666,1.04370412053,-0.166490076233
C100023,2025-07,train,0,Mechanic,L1,RN,Natal,No,31.8494182067,36.8593955322,13550,85,4138.38875,11568.88,6,6,1,1,160,29984.81,32273.7035625,18952.7098582,1.10412939085,0.0439729433803
C100024,2025-07,train,1,Accountant,L2,PE,Recife,No,17.8726899384,64.5203679369,22930,73,4874.028,25266.39,15,12,3,0,153,30305.43,35346.4955556,19880.7658281,2.41245281786,1.89952061057
C100025,2025-07,train,0,Mechanic,L1,RN,Natal,No,64.0273785079,30.5847568988,10746,58,6976.05285714,41813.52,7,5,2,0,160,29984.81,32175.4206875,18907.019786,1.62857026608,0.880992853505
C100026,2025-07,train,0,Software Engineer,L2,MG,Belo Horizonte,No,5.83709787817,57.2273324573,13198,50,4462.10833333,6718.92,5,6,0,0,169,30959.17,35784.0940237,23335.0555926,0.864772860513,-0.386176239774
C100027,2025-07,train,0,Student,L3,CE,Fortaleza,No,17.9630390144,30.9132720105,20801,31,3132.75428571,9657.14,14,7,6,1,160,33717.335,38235.057375,22275.1816225,1.30077184333,0.252455971866
C100028,2025-07,train,0,Driver,L3,GO,Goiânia,No,19.9342915811,6.99737187911,39520,63,5868.17571429,14345.32,7,4,3,0,139,31161.06,35537.1383453,20075.1606677,1.31822312848,0.275967487702
C100029,2025-07,train,0,Mechanic,L3,RS,Porto Alegre,No,24.9883641342,52.6609724047,47334,50,2805.66428571,8062.92,6,6,0,1,160,30343.52,32357.8751875,18926.1341764,0.647243628953,-0.67199276244
C100030,2025-07,train,0,Trader,L1,SP,São Paulo,No,36.3997262149,65.0459921156,31403,71,3674.326,6733.22,3,1,3,1,158,31753.24,34145.8396835,20482.3269521,0.578574973766,-0.770137578627
C100031,2025-07,train,0,Trader,L1,MG,Belo Horizonte,No,26.3600273785,6.96452036794,16544,51,6882.87142857,22203.64,7,4,3,0,158,31623.32,33957.178481,20489.5155968,1.52356235841,0.69415606493
C100032,2025-07,train,0,Lawyer,L3,CE,Fortaleza,No,37.4948665298,29.4349540079,12809,43,2241.74333333,6536.31,9,7,1,1,146,32091.445,34208.7961644,17599.4804426,0.628693721956,-0.797359115808
C100033,2025-07,train,0,Student,L1,PR,Curitiba,No,65.5605749487,35.6438896189,15568,75,2661.8975,7479.06,4,2,2,0,160,33855.63,38442.6259375,22170.9868726,0.314499833558,-1.25366706034
C100034,2025-07,train,0,Software Engineer,L3,GO,Goiânia,No,4.68446269678,0,29667,65,4854.385,22916.64,10,6,3,1,169,30834.99,35655.270355,23324.2873344,1.57431054785,0.552581927164
C100035,2025-07,train,0,Trader,L2,AM,Manaus,Yes,63.0253251198,34.0670170828,11131,52,2428.502,5794.77,4,4,0,1,158,31753.24,34185.2644937,20445.6668855,0.382402236748,-1.07811374494
C100036,2025-07,train,0,Nurse,L1,RS,Porto Alegre,No,43.7563312799,39.3561103811,11813,64,2350.471,5776.92,10,5,5,0,148,31676.745,34141.1100676,19572.0427184,0.742017843058,-0.543448643589
C100037,2025-07,train,0,Student,L3,PR,Curitiba,No,37.8151950719,26.0183968463,17234,33,6225.39714286,16071.06,7,5,0,2,160,33717.335,38236.81225,22275.616234,1.29244437616,0.239767452173
C100038,2025-07,train,1,Lawyer,L3,PE,Recife,No,25.8918548939,51.0183968463,10500,69,2805.71272727,7030.11,11,7,4,0,146,32091.445,34135.5965068,17635.6806363,0.961715497697,-0.185575854674
C100039,2025-07,train,0,Freelancer,L1,RN,Natal,No,48.7556468172,38.6005256242,7547,49,1752.06,3529.47,4,3,1,1,174,28506.535,32905.5522989,19373.674482,0.307308482073,-1.24629183386
C100040,2025-07,train,0,Driver,L1,RN,Natal,No,22.9130732375,13.9290407359,13773,43,20666.4225,76914.46,3,2,2,0,139,31161.06,35237.9407914,19673.5707976,2.6528523099,2.41073416192
C100041,2025-07,train,0,Consultant,L2,SP,São Paulo,No,37.8562628337,21.4520367937,16464,24,2630.62333333,5954.69,5,5,0,1,151,27577.87,33487.1281457,21492.2147734,0.57233354135,-0.823711671057
C100042,2025-07,train,0,Consultant,L2,GO,Goiânia,Yes,29.1772758385,60.4796320631,32112,94,4194.26333333,10068.01,3,2,1,0,151,27577.87,33508.3264901,21473.0288383,0.456264026192,-0.974503254649
C100043,2025-07,train,0,Lawyer,L3,GO,Goiânia,No,64.977412731,13.1406044678,6217,75,2631.82833333,7445.75,5,3,3,0,146,32091.445,34238.8284932,17571.5538698,0.492061669395,-1.04987063921
C100044,2025-07,train,1,Trader,L2,PE,Recife,No,52.2600958248,29.0407358739,9171,68,6621.00733333,28116,14,9,6,0,158,31623.32,33633.5391772,19844.2762592,3.14056556997,3.30984964959
C100045,2025-07,train,0,Dentist,L3,BA,Salvador,No,48.9308692676,0.065703022339,51701,30,3755.83875,7366.55,7,5,1,2,146,30401.93,34832.0570548,20792.8051041,0.988315873367,-0.230144371134
C100046,2025-07,train,0,Lawyer,L2,RJ,Rio de Janeiro,No,17.711156742,17.4113009198,21923,82,2509.5175,9474.95,7,5,2,1,146,32091.445,34209.4780137,17598.9310507,0.625591649114,-0.803079344589
C100047,2025-07,train,0,Lawyer,L3,DF,Brasília,No,42.6830937714,50.0328515112,8400,43,3582.80692308,9777.99,11,8,4,1,146,32005.475,34027.9687671,17607.1581149,1.45526632553,0.712694300295
C100048,2025-07,train,0,Teacher,L3,PA,Belém,No,29.4346338125,3.28515111695,15422,79,2206.276,5634.26,9,4,4,2,151,30608.44,32432.4084768,18520.8311985,0.720806418099,-0.559891095905
C100049,2025-07,train,0,Store Owner,L1,AM,Manaus,No,20.7173169062,5.42049934297,29609,71,6504.10333333,22423.42,5,4,2,0,162,31343.61,35734.8605556,23185.5239845,1.24505824313,0.141888509686
C100050,2025-07,train,0,Trader,L2,RJ,Rio de Janeiro,No,58.6584531143,41.1629434954,12129,67,3528.30444444,12572.21,8,4,4,1,158,31623.32,34061.1364557,20519.9161246,1.00415579389,-0.11239794752
C100051,2025-07,train,0,Entrepreneur,L2,RS,Porto Alegre,No,20.3641341547,63.0420499343,17540,22,3147.11333333,5838.17,6,2,3,1,141,31641.13,34332.7889362,16188.0150589,0.596776410956,-0.954416516165
C100052,2025-07,train,0,Chef,L2,SP,São Paulo,No,23.356605065,10.3810775296,13902,82,2799.10375,8914.81,8,5,3,0,167,31337.92,36000.0790419,20604.6992393,0.714560187785,-0.660395421639
C100053,2025-07,train,0,Teacher,L1,RS,Porto Alegre,No,25.8535249829,27.2667542707,19332,45,4358.354,9688.53,4,3,2,0,151,30608.44,32434.2031126,18519.8063666,0.711952977675,-0.574651424637
C100054,2025-07,train,0,Store Owner,L3,DF,Brasília,Yes,65.4592744695,59.9868593955,4570,100,5569.02125,20233.77,8,7,1,0,162,31343.61,35700.7398765,23176.5330394,1.4214115732,0.381913468612
C100055,2025-07,train,0,Accountant,L2,SP,São Paulo,No,25.6290212183,16.0315374507,4990,72,3850.24857143,6088.92,7,4,3,0,153,30506.83,35648.1862745,20101.5405291,0.883465768157,-0.432625860784
C100056,2025-07,train,0,Freelancer,L2,CE,Fortaleza,No,48.9719370294,25.4270696452,29204,62,2918.04,7498.27,7,5,4,0,174,28506.535,32804.9657471,19453.634402,0.921275069032,-0.336317914273
C100057,2025-07,train,1,Chef,L1,CE,Fortaleza,No,10.9103353867,12.5164257556,6675,33,3861.36666667,12674.63,16,11,6,1,167,31316.44,35717.9726347,20465.2536085,2.21942851742,1.65092639513
C100058,2025-07,train,0,Entrepreneur,L2,DF,Brasília,Yes,37.5277207392,24.3758212878,19654,76,4215.9,10940.3,4,2,2,0,141,31641.13,34347.1086525,16173.3380264,0.53296453066,-1.08100805313
C100059,2025-07,train,0,Entrepreneur,L1,MG,Belo Horizonte,No,23.3073237509,42.3455978975,8062,53,1754.47,1994.61,4,3,1,0,141,31641.13,34416.9364539,16075.4603665,0.221796124222,-1.70440260056
C100060,2025-07,train,0,Store Owner,L1,GO,Goiânia,No,32.4407939767,12.0893561104,21911,48,1928.50166667,4509.55,6,3,3,0,162,31669.09,35904.327284,23108.0113669,0.365372355189,-1.05302515641
C100061,2025-07,train,0,Dentist,L1,RJ,Rio de Janeiro,No,48.8898015058,6.83311432326,11301,60,5237.25111111,12493.35,8,4,4,1,146,30084.35,34715.0121918,20771.1568105,1.56677009807,0.597956479822
C100062,2025-07,train,0,Nurse,L1,SC,Florianópolis,No,43.5674195756,31.9316688568,18224,94,5366.421,20872.42,10,5,5,0,148,31576.925,33937.3296622,19524.3384685,1.69947548724,1.01037381469
C100063,2025-07,train,0,Consultant,L3,RS,Porto Alegre,Yes,45.0020533881,35.8409986859,14241,55,4127.0475,6200.8,3,4,0,0,151,27577.87,33482.3304636,21496.1107359,0.598602792747,-0.789637747598
C100064,2025-07,train,0,Designer,L1,SP,São Paulo,No,56.8843258042,40.8344283837,8562,60,2801.584,10177.08,10,7,2,1,158,34555.53,36321.3906962,18945.7448523,0.810748380939,-0.438386073547
C100065,2025-07,train,0,Trader,L1,SC,Florianópolis,No,64.219028063,61.038107753,15822,74,4023.6,9807.6,4,1,3,0,158,31753.24,34160.2525316,20470.3414511,0.506858512706,-0.882537918323
C100066,2025-07,train,0,Mechanic,L1,SP,São Paulo,No,49.3305954825,1.90538764783,15082,49,5179.086,14263.02,5,4,1,0,160,30343.52,32318.7765625,18946.0199244,0.853408899165,-0.339034086745
C100067,2025-07,train,1,Designer,L2,PR,Curitiba,No,7.66872005476,60.0525624179,20865,83,3034.62583333,8743.87,11,9,3,0,158,33842.82,36268.2282278,18957.2604621,1.0760187833,0.00776914852472
C100068,2025-07,train,0,Designer,L3,RJ,Rio de Janeiro,No,29.5633127995,12.3193166886,11780,65,3894.78625,7938.6,8,4,3,1,158,34555.53,36301.5017722,18952.8476258,0.901687515717,-0.271368813474
C100069,2025-07,train,0,Entrepreneur,L2,PA,Belém,No,34.3107460643,47.3390275953,35980,60,3573.56454545,13695.92,10,6,2,3,141,31542.64,34187.9199291,16234.4955364,1.24622447582,0.315457296436
C100070,2025-07,train,0,Driver,L1,SC,Florianópolis,No,24.2710472279,14.7831800263,36267,48,3893.486,7602.45,5,4,1,0,139,31288.01,35692.6045324,20033.4437699,0.622200964523,-0.809904413774
C100071,2025-07,train,0,Dentist,L1,MG,Belo Horizonte,No,21.1170431211,50.394218134,14713,55,2698.934,3838.2,5,4,1,0,146,30401.93,34945.4271918,20720.6621594,0.443875438171,-1.03523512071
C100072,2025-07,train,0,Chef,L2,CE,Fortaleza,No,9.35249828884,33.4428383706,16939,79,3341.48333333,8333.78,9,4,5,0,167,31337.92,35954.0879042,20626.5679327,0.959647289929,-0.285105012302
C100073,2025-07,train,0,Teacher,L1,GO,Goiânia,No,27.4934976044,5.28909329829,12206,40,1697.508,3543.75,3,5,0,0,151,30608.44,32522.310596,18436.5815134,0.277294105809,-1.3036457208
C100074,2025-07,train,0,Accountant,L1,SP,São Paulo,No,8.62970568104,49.4415243101,35301,76,3556.505,10005.5,6,5,1,0,153,30506.83,35684.8706536,20080.3654978,0.69948368939,-0.714421291543
C100075,2025-07,train,0,Dentist,L3,RN,Natal,Yes,55.7727583847,44.7437582129,5461,67,2748.438,4449.47,5,2,3,0,146,30401.93,34943.7318493,20722.4190014,0.452017026551,-1.02312099026
C100076,2025-07,train,1,Dentist,L3,RN,Natal,No,22.5242984257,31.6031537451,40353,61,6604.94125,29789.48,7,5,3,0,146,30084.35,34675.9418493,20742.1742705,1.7563793135,0.875683904389
C100077,2025-07,train,1,Designer,L3,RJ,Rio de Janeiro,No,43.8658453114,60.4467805519,11944,72,3778.685,12484.18,10,7,3,0,158,33842.82,36259.5488608,18956.8746721,1.11653963825,0.0805671380784
C100078,2025-07,train,0,Nurse,L1,DF,Brasília,No,34.4804928131,22.4375821288,22240,45,3325.876,9373.56,4,3,2,0,148,31676.745,34187.565,19538.3256338,0.524971236786,-0.898653514587
C100079,2025-07,train,0,Designer,L2,RS,Porto Alegre,No,64.5475701574,8.80420499343,11470,51,3033.213,6848.86,10,8,0,2,158,34555.53,36306.7306329,18951.3041598,0.877779330834,-0.315260658715
C100080,2025-07,train,0,Entrepreneur,L2,RJ,Rio de Janeiro,Yes,40.3312799452,36.7936925099,11334,17,4042.15,16835.8,9,7,2,0,141,31542.64,34208.699078,16239.1948057,1.15333878204,0.133667398412
C100081,2025-07,train,0,Trader,L3,RJ,Rio de Janeiro,No,27.1321013005,47.5032851511,5449,55,6280.96333333,12842.21,3,3,0,0,158,31753.24,34142.8570253,20484.6037639,0.593416293896,-0.746900804217
C100082,2025-07,train,1,Store Owner,L1,RS,Porto Alegre,No,23.3648186174,66.9185282523,21861,37,6154.092,15627.15,9,7,2,1,162,31343.61,35595.8710494,23097.1849534,1.9634279523,1.12329918139
C100083,2025-07,train,1,Mechanic,L3,RS,Porto Alegre,No,8.65434633812,40.111695138,22139,59,7159.53444444,14213.56,9,5,4,0,160,29984.81,32077.8991875,18779.3858152,2.14894841755,1.72305479694
C100084,2025-07,train,0,Nurse,L3,PA,Belém,No,28.4052019165,56.1432325887,12574,80,2268.92,3003.84,6,4,0,2,148,31676.745,34207.9424324,19518.2844431,0.429763853578,-1.05513486559
C100085,2025-07,train,0,Lawyer,L2,BA,Salvador,No,10.5325119781,31.2746386334,50992,60,4408.714,9021.66,5,4,1,0,146,32091.445,34196.0024658,17609.0610809,0.686898642302,-0.690123818067
C100086,2025-07,train,0,Software Engineer,L2,DF,Brasília,No,38.1026694045,3.77792378449,20019,56,1336.10666667,2010.42,3,1,2,0,169,30959.17,35918.7942012,23215.9389043,0.129471171223,-1.37450715789
C100087,2025-07,train,0,Driver,L1,MG,Belo Horizonte,No,52.1889117043,51.9053876478,29094,57,3642.42,8437.76,6,5,1,1,139,31288.01,35649.2267626,20062.1872187,0.814910887589,-0.506040874403
C100088,2025-07,train,0,Chef,L3,RS,Porto Alegre,No,34.9760438056,58.0814717477,7518,30,5512.03,21591.86,7,5,2,0,167,31316.44,35903.1246707,20630.5441431,1.2320752295,0.129957082603
C100089,2025-07,train,0,Accountant,L2,RJ,Rio de Janeiro,No,55.6796714579,39.3889618922,10877,36,3659.37333333,11936.06,6,2,4,0,153,30506.83,35680.8366013,20083.2034576,0.719715552222,-0.683386822738
C100090,2025-07,train,1,Software Engineer,L2,PE,Recife,No,22.3874058864,62.8120893561,9549,47,3432.24875,8608.92,8,4,4,0,169,30959.17,35780.0387574,23336.570653,0.886909758886,-0.356609755612
C100091,2025-07,train,0,Store Owner,L2,MG,Belo Horizonte,No,41.8206707734,39.7831800263,10173,66,3332.19555556,9732.08,8,5,3,1,162,31669.09,35790.6312963,23182.4848973,0.946972584309,-0.25022646718
C100092,2025-07,train,1,Dentist,L3,MG,Belo Horizonte,No,15.7234770705,38.0749014455,9289,36,2198.48666667,5888.63,12,6,6,0,146,30401.93,34857.1589041,20784.7439537,0.867768592323,-0.407766336838
C100093,2025-07,train,0,Software Engineer,L2,RN,Natal,No,32.1779603012,55.3876478318,5897,83,6233.65,12389.51,3,3,0,0,169,30959.17,35831.8555621,23308.127092,0.604052046615,-0.734975637231
C100094,2025-07,train,0,Accountant,L2,BA,Salvador,No,56.1971252567,62.4178712221,13885,64,5918.01,23869.77,7,6,2,0,153,30305.43,35514.9030065,20091.083696,1.56223092693,0.588777448367
C100095,2025-07,train,0,Lawyer,L3,SC,Florianópolis,No,56.2710472279,34.9540078844,19929,31,3560.5375,6970.33,4,1,3,0,146,32091.445,34249.4368493,17559.8617905,0.443798962621,-1.13937610034
C100096,2025-07,train,0,Consultant,L3,SC,Florianópolis,No,46.3874058864,32.161629435,15344,57,2266.50888889,5289.83,9,3,5,1,151,27577.87,33456.5662914,21514.2205995,0.739672063143,-0.606946750916
C100097,2025-07,train,0,Chef,L1,AM,Manaus,No,57.7768651608,29.1721419185,6786,47,5123.14285714,28133.34,13,8,4,2,167,31316.44,35704.6828144,20442.4389003,2.29029864186,1.7619872737
C100098,2025-07,train,0,Dentist,L3,DF,Brasília,No,44.5037645448,66.2286465177,21181,75,3701.62285714,14698.36,7,6,1,0,146,30401.93,34860.3813699,20783.3838593,0.852293259013,-0.430585386404
C100099,2025-07,train,0,Dentist,L2,PR,Curitiba,No,39.498973306,53.8107752957,83775,99,3077.925,3705.2,2,2,0,0,146,30401.93,34995.6930822,20659.1506291,0.202482210833,-1.39598396855
C100100,2025-07,train,0,Consultant,L2,SC,Florianópolis,No,8.86242299795,14.6517739816,15498,61,5726.87181818,22417.59,11,7,4,0,151,27569.55,33174.4668874,21403.3009439,2.28496983085,1.39329551039
C100101,2025-07,train,1,Designer,L1,RS,Porto Alegre,No,19.0417522245,0,14413,44,5241.3775,16859.61,11,6,5,1,158,33842.82,36100.6268354,18837.0179805,1.85848962941,1.42251301094
C100102,2025-07,train,0,Store Owner,L2,SP,São Paulo,Yes,10.3819301848,15.5716162943,24064,80,6421.28785714,23207.41,11,8,5,1,162,31343.61,35420.8271605,22788.4859446,2.86814537317,2.39055823945
C100103,2025-07,train,0,Lawyer,L2,RS,Porto Alegre,No,20.2929500342,14.2247043364,10872,44,6412.7975,41368.23,12,8,4,0,146,32005.475,33819.9065753,17272.7172293,2.40438768679,2.49721354504
C100104,2025-07,train,0,Designer,L2,GO,Goiânia,No,41.1718001369,50.1314060447,11507,15,4658.05625,13653.65,7,5,3,0,158,33842.82,36262.8551899,18957.0966119,1.10110357234,0.0528348212088
C100105,2025-07,train,0,Freelancer,L2,PR,Curitiba,No,8.87063655031,1.70827858081,17599,95,4619.049,11043.35,9,6,4,0,174,28309.23,32690.4362644,19433.0247918,1.63164063452,0.694696470584
C100106,2025-07,train,0,Freelancer,L1,DF,Brasília,No,10.7761806982,65.4073587385,16148,36,2896.16857143,10513.1,5,6,1,0,174,28506.535,32839.3863218,19436.6240178,0.711176577581,-0.646522066296
C100107,2025-07,train,0,Freelancer,L3,RN,Natal,No,48.8706365503,44.38239159,16147,70,3593.95666667,6707.47,6,4,2,0,174,28506.535,32831.9693103,19441.1973743,0.756449003711,-0.579605725584
C100108,2025-07,train,0,Teacher,L2,CE,Fortaleza,No,43.8521560575,48.2260183968,13475,41,4148.141,8941.17,10,5,5,0,151,30418.11,32303.8081457,18524.9968383,1.36370767283,0.4954171887
C100109,2025-07,train,1,Teacher,L3,MG,Belo Horizonte,No,66.9869952088,4.00788436268,15628,56,2654.73916667,4836.37,11,6,6,0,151,30418.11,32367.5468212,18540.0002419,1.04729945417,-0.0275445962529
C100110,2025-07,train,0,Teacher,L1,AM,Manaus,No,63.4633812457,22.5032851511,18012,75,5319.54222222,19418.75,8,4,3,2,151,30418.11,32261.4606623,18496.4490904,1.57392684818,0.844184700611
C100111,2025-07,train,0,Mechanic,L2,BA,Salvador,No,20.4325804244,38.6005256242,9426,54,3442.83,7544.97,3,3,0,0,160,30343.52,32416.0699375,18872.2097447,0.340385360696,-1.17037592504
C100112,2025-07,train,0,Teacher,L1,PR,Curitiba,No,22.3874058864,20.5650459921,16710,69,3724.50333333,18102.92,9,8,1,0,151,30418.11,32356.5292053,18539.8048239,1.10199253011,0.0627838753296
C100113,2025-07,train,0,Consultant,L2,BA,Salvador,No,31.1540041068,13.3377135348,15721,75,4098.82181818,10265.74,10,10,1,0,151,27569.55,33293.0665563,21519.0550802,1.63539267054,0.548071158319
C100114,2025-07,train,0,Store Owner,L1,AM,Manaus,Yes,54.3874058864,55.814717477,17785,27,2837.90666667,8811.67,6,0,4,2,162,31669.09,35870.6456173,23139.6516663,0.537667485867,-0.814325379182
C100115,2025-07,train,1,Mechanic,L1,PA,Belém,No,17.1526351814,26.3140604468,37389,45,3584.22333333,10809.84,9,5,4,0,160,29984.81,32279.0104375,18952.8243126,1.07581171933,-0.00110803736444
C100116,2025-07,train,0,Freelancer,L2,GO,Goiânia,Yes,56.9171800137,12.5164257556,30212,86,3254.22111111,15474.84,9,8,1,0,174,28309.23,32787.577069,19458.1479405,1.03457388279,-0.179852012621
C100117,2025-07,train,0,Software Engineer,L2,RN,Natal,No,48.5366187543,64.8817345598,9753,29,12192.8446154,116387.08,13,7,5,1,169,30834.99,35004.6009467,21324.8378351,5.14049072174,5.79148033895
C100118,2025-07,train,0,Student,L2,PA,Belém,Yes,27.1375770021,60.2168199737,12962,47,2487.11111111,6362.79,8,5,3,1,160,33855.63,38369.273375,22243.7464078,0.661160344675,-0.718641234348
C100119,2025-07,train,0,Entrepreneur,L2,AM,Manaus,No,9.20191649555,56.2417871222,22086,4,3135.928,6259.2,4,3,1,1,141,31641.13,34355.5055319,16163.8815961,0.49554614516,-1.15540722201
C100120,2025-07,train,0,Driver,L2,MG,Belo Horizonte,No,6.85557837098,51.2483574244,19590,45,1489.41285714,2372.33,7,4,3,0,139,31288.01,35757.6515827,19965.3731515,0.333223173989,-1.26878478005
C100121,2025-07,train,0,Software Engineer,L3,PA,Belém,No,9.18001368925,22.2733245729,6565,59,7655.93375,26803.07,7,5,3,0,169,30834.99,35580.1010059,23261.7046399,1.98629770919,1.10341737166
C100122,2025-07,train,0,Trader,L2,PR,Curitiba,No,27.0937713895,23.7187910644,10460,78,5224.24666667,8814.68,3,2,1,0,158,31753.24,34162.9212658,20467.9432137,0.493579237898,-0.90337270691
C100123,2025-07,train,0,Lawyer,L2,BA,Salvador,No,36.462696783,1.74113009198,21970,43,4135.83333333,8725.01,4,4,1,1,146,32091.445,34177.0200685,17620.7333718,0.773259041467,-0.531307061457
C100124,2025-07,train,0,Dentist,L1,BA,Salvador,No,26.3353867214,19.185282523,19820,52,4223.888,10043.8,5,4,1,0,146,30401.93,34893.2027397,20765.3102154,0.694674318374,-0.663306379574
C100125,2025-07,train,0,Designer,L2,RS,Porto Alegre,No,48.4982888433,27.9566360053,63121,43,5715.38,17297.81,6,3,2,1,158,34106.07,36281.6663924,18956.6033891,1.00545973195,-0.104944242994
C100126,2025-07,train,0,Software Engineer,L2,SC,Florianópolis,No,53.5715263518,20.5650459921,26545,68,6699.9325,13765.75,4,3,1,0,169,30959.17,35783.933787,23335.1177464,0.865647560965,-0.38500786174
C100127,2025-07,train,0,Store Owner,L2,PE,Recife,No,58.8665297741,49.3429697766,11241,40,3637.231,17303.01,10,5,3,2,162,31343.61,35751.2328395,23186.9133233,1.16043780535,0.026785676551
